Collection in Repository,Collection Number,Location in Collection,Object,Container Type,MastersName,Usage Rights,Date created,Date modified,Object number,AccessName,AccessFilePath,AccessFileSize,AccessSizeNum,MasterFilePath,MasterFileSize,MasterSizeNum
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 7: Correspondence, 1942: Scan 32",folder,03823_0007_0032.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,10,543.jp2,Content/03823/image/543.jp2,6539003 Bytes,6539003,bucket\03823_nccic\03823_0007\03823_0007_0032.tif,20964250 Bytes,20964250
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 18: Correspondence, 1947-1948: Scan 37",folder,03823_0018_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,11,49.jp2,Content/03823/image/49.jp2,4533313 Bytes,4533313,bucket\03823_nccic\03823_0018\03823_0018_0037.tif,18280062 Bytes,18280062
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 18: Correspondence, 1947-1948: Scan 40",folder,03823_0018_0040.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,12,106.jp2,Content/03823/image/106.jp2,4073478 Bytes,4073478,bucket\03823_nccic\03823_0018\03823_0018_0040.tif,15717169 Bytes,15717169
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 5: Correspondence, 1941: Scan 5",folder,03823_0005_0005.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,13,443.jp2,Content/03823/image/443.jp2,4936998 Bytes,4936998,bucket\03823_nccic\03823_0005\03823_0005_0005.tif,13643303 Bytes,13643303
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 14: Correspondence, August-December 1946: Scan 4",folder,03823_0014_0004.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,14,501.jp2,Content/03823/image/501.jp2,7966118 Bytes,7966118,bucket\03823_nccic\03823_0014\03823_0014_0004.tif,18381953 Bytes,18381953
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 2: Correspondence, 1931-1937: Scan 37",folder,03823_0002_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,15,272.jp2,Content/03823/image/272.jp2,4919188 Bytes,4919188,bucket\03823_nccic\03823_0002\03823_0002_0037.tif,13640508 Bytes,13640508
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 45",folder,03823_0006_0045.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,16,158.jp2,Content/03823/image/158.jp2,3824673 Bytes,3824673,bucket\03823_nccic\03823_0006\03823_0006_0045.tif,10972916 Bytes,10972916
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 3: Correspondence, 1938-1939: Scan 7",folder,03823_0003_0007.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,17,630.jp2,Content/03823/image/630.jp2,4957244 Bytes,4957244,bucket\03823_nccic\03823_0003\03823_0003_0007.tif,11968257 Bytes,11968257
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 15: Correspondence, August-December 1946: Scan 2",folder,03823_0015_0002.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,18,491.jp2,Content/03823/image/491.jp2,8247129 Bytes,8247129,bucket\03823_nccic\03823_0015\03823_0015_0002.tif,23356390 Bytes,23356390
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 2: Correspondence, 1931-1937: Scan 24",folder,03823_0002_0024.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,19,81.jp2,Content/03823/image/81.jp2,6822538 Bytes,6822538,bucket\03823_nccic\03823_0002\03823_0002_0024.tif,16437878 Bytes,16437878
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 17: Correspondence, 1947-1948: Scan 30",folder,03823_0017_0030.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,20,951.jp2,Content/03823/image/951.jp2,6171974 Bytes,6171974,bucket\03823_nccic\03823_0017\03823_0017_0030.tif,23901921 Bytes,23901921
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 25",folder,03823_0006_0025.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,21,818.jp2,Content/03823/image/818.jp2,6425798 Bytes,6425798,bucket\03823_nccic\03823_0006\03823_0006_0025.tif,16104040 Bytes,16104040
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 22: Correspondence, 1947-1948: Scan 14",folder,03823_0022_0014.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,22,736.jp2,Content/03823/image/736.jp2,3590221 Bytes,3590221,bucket\03823_nccic\03823_0022\03823_0022_0014.tif,6114838 Bytes,6114838
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 5: Correspondence, 1941: Scan 16",folder,03823_0005_0016.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,23,554.jp2,Content/03823/image/554.jp2,6512026 Bytes,6512026,bucket\03823_nccic\03823_0005\03823_0005_0016.tif,16069197 Bytes,16069197
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 21: Correspondence, 1947-1948: Scan 33",folder,03823_0021_0033.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,24,440.jp2,Content/03823/image/440.jp2,7740259 Bytes,7740259,bucket\03823_nccic\03823_0021\03823_0021_0033.tif,18096094 Bytes,18096094
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 10: Correspondence, 1944-May 1946: Scan 6",folder,03823_0010_0006.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,25,892.jp2,Content/03823/image/892.jp2,3100405 Bytes,3100405,bucket\03823_nccic\03823_0010\03823_0010_0006.tif,10441574 Bytes,10441574
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 9: Correspondence, 1943: Scan 14",folder,03823_0009_0014.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,26,445.jp2,Content/03823/image/445.jp2,3862642 Bytes,3862642,bucket\03823_nccic\03823_0009\03823_0009_0014.tif,17398520 Bytes,17398520
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 20: Correspondence, 1947-1948: Scan 10",folder,03823_0020_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,27,644.jp2,Content/03823/image/644.jp2,8626133 Bytes,8626133,bucket\03823_nccic\03823_0020\03823_0020_0010.tif,23813446 Bytes,23813446
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 43",folder,03823_0006_0043.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,28,384.jp2,Content/03823/image/384.jp2,4506804 Bytes,4506804,bucket\03823_nccic\03823_0006\03823_0006_0043.tif,13121031 Bytes,13121031
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 8: Correspondence, 1942: Scan 17",folder,03823_0008_0017.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,29,572.jp2,Content/03823/image/572.jp2,1955247 Bytes,1955247,bucket\03823_nccic\03823_0008\03823_0008_0017.tif,7860312 Bytes,7860312
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 12: Correspondence, 1944-May 1946: Scan 30",folder,03823_0012_0030.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,30,651.jp2,Content/03823/image/651.jp2,5162155 Bytes,5162155,bucket\03823_nccic\03823_0012\03823_0012_0030.tif,14014317 Bytes,14014317
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 14: Correspondence, August-December 1946: Scan 10",folder,03823_0014_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,31,556.jp2,Content/03823/image/556.jp2,8022890 Bytes,8022890,bucket\03823_nccic\03823_0014\03823_0014_0010.tif,18449548 Bytes,18449548
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 19: Correspondence, 1947-1948: Scan 33",folder,03823_0019_0033.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,32,592.jp2,Content/03823/image/592.jp2,5905554 Bytes,5905554,bucket\03823_nccic\03823_0019\03823_0019_0033.tif,18371216 Bytes,18371216
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 5: Correspondence, 1941: Scan 7",folder,03823_0005_0007.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,33,695.jp2,Content/03823/image/695.jp2,5630129 Bytes,5630129,bucket\03823_nccic\03823_0005\03823_0005_0007.tif,14576895 Bytes,14576895
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 5: Correspondence, 1941: Scan 20",folder,03823_0005_0020.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,34,64.jp2,Content/03823/image/64.jp2,5029627 Bytes,5029627,bucket\03823_nccic\03823_0005\03823_0005_0020.tif,13770452 Bytes,13770452
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 20: Correspondence, 1947-1948: Scan 8",folder,03823_0020_0008.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,35,159.jp2,Content/03823/image/159.jp2,6878740 Bytes,6878740,bucket\03823_nccic\03823_0020\03823_0020_0008.tif,22116846 Bytes,22116846
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 20: Correspondence, 1947-1948: Scan 28",folder,03823_0020_0028.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,36,52.jp2,Content/03823/image/52.jp2,11674352 Bytes,11674352,bucket\03823_nccic\03823_0020\03823_0020_0028.tif,26322848 Bytes,26322848
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 15: Correspondence, August-December 1946: Scan 10",folder,03823_0015_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,37,537.jp2,Content/03823/image/537.jp2,7225229 Bytes,7225229,bucket\03823_nccic\03823_0015\03823_0015_0010.tif,22281469 Bytes,22281469
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 4",folder,03823_0006_0004.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,38,281.jp2,Content/03823/image/281.jp2,4718089 Bytes,4718089,bucket\03823_nccic\03823_0006\03823_0006_0004.tif,13405260 Bytes,13405260
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 19: Correspondence, 1947-1948: Scan 1",folder,03823_0019_0001.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,39,266.jp2,Content/03823/image/266.jp2,7070897 Bytes,7070897,bucket\03823_nccic\03823_0019\03823_0019_0001.tif,22404626 Bytes,22404626
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 44",folder,03823_0006_0044.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,40,371.jp2,Content/03823/image/371.jp2,3231102 Bytes,3231102,bucket\03823_nccic\03823_0006\03823_0006_0044.tif,9023059 Bytes,9023059
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 22: Correspondence, 1947-1948: Scan 33",folder,03823_0022_0033.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,41,205.jp2,Content/03823/image/205.jp2,6309120 Bytes,6309120,bucket\03823_nccic\03823_0022\03823_0022_0033.tif,16610816 Bytes,16610816
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 16: Correspondence, 1947-1948: Scan 34",folder,03823_0016_0034.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,42,854.jp2,Content/03823/image/854.jp2,6437784 Bytes,6437784,bucket\03823_nccic\03823_0016\03823_0016_0034.tif,21855790 Bytes,21855790
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 17: Correspondence, 1947-1948: Scan 24",folder,03823_0017_0024.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,43,640.jp2,Content/03823/image/640.jp2,4452232 Bytes,4452232,bucket\03823_nccic\03823_0017\03823_0017_0024.tif,18350321 Bytes,18350321
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 22: Correspondence, 1947-1948: Scan 19",folder,03823_0022_0019.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,44,645.jp2,Content/03823/image/645.jp2,8449242 Bytes,8449242,bucket\03823_nccic\03823_0022\03823_0022_0019.tif,18893135 Bytes,18893135
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 16: Correspondence, 1947-1948: Scan 62",folder,03823_0016_0062.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,45,24.jp2,Content/03823/image/24.jp2,1618035 Bytes,1618035,bucket\03823_nccic\03823_0016\03823_0016_0062.tif,4578559 Bytes,4578559
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 31",folder,03823_0006_0031.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,46,96.jp2,Content/03823/image/96.jp2,4476522 Bytes,4476522,bucket\03823_nccic\03823_0006\03823_0006_0031.tif,13094127 Bytes,13094127
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 19: Correspondence, 1947-1948: Scan 16",folder,03823_0019_0016.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,47,771.jp2,Content/03823/image/771.jp2,9206124 Bytes,9206124,bucket\03823_nccic\03823_0019\03823_0019_0016.tif,24315552 Bytes,24315552
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 21: Correspondence, 1947-1948: Scan 52",folder,03823_0021_0052.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,48,464.jp2,Content/03823/image/464.jp2,6762323 Bytes,6762323,bucket\03823_nccic\03823_0021\03823_0021_0052.tif,17063448 Bytes,17063448
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 4: Correspondence, 1940: Scan 37",folder,03823_0004_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,49,366.jp2,Content/03823/image/366.jp2,985582 Bytes,985582,bucket\03823_nccic\03823_0004\03823_0004_0037.tif,3217140 Bytes,3217140
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 1: Correspondence, 1922-1929: Scan 21",folder,03823_0001_0021.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,50,472.jp2,Content/03823/image/472.jp2,5197362 Bytes,5197362,bucket\03823_nccic\03823_0001\03823_0001_0021.tif,14005208 Bytes,14005208
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 10: Correspondence, 1944-May 1946: Scan 44",folder,03823_0010_0044.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,51,528.jp2,Content/03823/image/528.jp2,5768091 Bytes,5768091,bucket\03823_nccic\03823_0010\03823_0010_0044.tif,20331594 Bytes,20331594
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 3: Correspondence, 1938-1939: Scan 29",folder,03823_0003_0029.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,52,903.jp2,Content/03823/image/903.jp2,4976040 Bytes,4976040,bucket\03823_nccic\03823_0003\03823_0003_0029.tif,13721120 Bytes,13721120
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 7: Correspondence, 1942: Scan 68",folder,03823_0007_0068.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,53,745.jp2,Content/03823/image/745.jp2,5430289 Bytes,5430289,bucket\03823_nccic\03823_0007\03823_0007_0068.tif,19578585 Bytes,19578585
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 18: Correspondence, 1947-1948: Scan 35",folder,03823_0018_0035.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,54,857.jp2,Content/03823/image/857.jp2,4625784 Bytes,4625784,bucket\03823_nccic\03823_0018\03823_0018_0035.tif,18481948 Bytes,18481948
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 7: Correspondence, 1942: Scan 18",folder,03823_0007_0018.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,55,356.jp2,Content/03823/image/356.jp2,5008873 Bytes,5008873,bucket\03823_nccic\03823_0007\03823_0007_0018.tif,18961779 Bytes,18961779
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 20: Correspondence, 1947-1948: Scan 37",folder,03823_0020_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,56,742.jp2,Content/03823/image/742.jp2,6014023 Bytes,6014023,bucket\03823_nccic\03823_0020\03823_0020_0037.tif,21111741 Bytes,21111741
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 9",folder,03823_0006_0009.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,57,452.jp2,Content/03823/image/452.jp2,4989318 Bytes,4989318,bucket\03823_nccic\03823_0006\03823_0006_0009.tif,13894902 Bytes,13894902
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 20: Correspondence, 1947-1948: Scan 6",folder,03823_0020_0006.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,58,8.jp2,Content/03823/image/8.jp2,8355861 Bytes,8355861,bucket\03823_nccic\03823_0020\03823_0020_0006.tif,23172191 Bytes,23172191
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 11: Correspondence, 1944-May 1946: Scan 29",folder,03823_0011_0029.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,59,123.jp2,Content/03823/image/123.jp2,2467996 Bytes,2467996,bucket\03823_nccic\03823_0011\03823_0011_0029.tif,7254806 Bytes,7254806
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 9: Correspondence, 1943: Scan 44",folder,03823_0009_0044.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,60,216.jp2,Content/03823/image/216.jp2,10060212 Bytes,10060212,bucket\03823_nccic\03823_0009\03823_0009_0044.tif,28390047 Bytes,28390047
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 4: Correspondence, 1940: Scan 7",folder,03823_0004_0007.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,61,68.jp2,Content/03823/image/68.jp2,5413777 Bytes,5413777,bucket\03823_nccic\03823_0004\03823_0004_0007.tif,14205446 Bytes,14205446
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 4: Correspondence, 1940: Scan 30",folder,03823_0004_0030.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,62,819.jp2,Content/03823/image/819.jp2,5258166 Bytes,5258166,bucket\03823_nccic\03823_0004\03823_0004_0030.tif,14068244 Bytes,14068244
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 10: Correspondence, 1944-May 1946: Scan 38",folder,03823_0010_0038.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,63,920.jp2,Content/03823/image/920.jp2,5356128 Bytes,5356128,bucket\03823_nccic\03823_0010\03823_0010_0038.tif,19725220 Bytes,19725220
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 9: Correspondence, 1943: Scan 51",folder,03823_0009_0051.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,64,837.jp2,Content/03823/image/837.jp2,4225847 Bytes,4225847,bucket\03823_nccic\03823_0009\03823_0009_0051.tif,15564900 Bytes,15564900
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 16: Correspondence, 1947-1948: Scan 10",folder,03823_0016_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,65,944.jp2,Content/03823/image/944.jp2,9248826 Bytes,9248826,bucket\03823_nccic\03823_0016\03823_0016_0010.tif,23981640 Bytes,23981640
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 7: Correspondence, 1942: Scan 26",folder,03823_0007_0026.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,66,551.jp2,Content/03823/image/551.jp2,4489257 Bytes,4489257,bucket\03823_nccic\03823_0007\03823_0007_0026.tif,18046309 Bytes,18046309
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 4: Correspondence, 1940: Scan 17",folder,03823_0004_0017.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,67,986.jp2,Content/03823/image/986.jp2,4495051 Bytes,4495051,bucket\03823_nccic\03823_0004\03823_0004_0017.tif,12869648 Bytes,12869648
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 4: Correspondence, 1940: Scan 22",folder,03823_0004_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,68,831.jp2,Content/03823/image/831.jp2,5380961 Bytes,5380961,bucket\03823_nccic\03823_0004\03823_0004_0022.tif,14077697 Bytes,14077697
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 19: Correspondence, 1947-1948: Scan 37",folder,03823_0019_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,69,115.jp2,Content/03823/image/115.jp2,6613620 Bytes,6613620,bucket\03823_nccic\03823_0019\03823_0019_0037.tif,21848951 Bytes,21848951
