Collection in Repository,Collection Number,Location in Collection,Object,Container Type,filename,Usage Rights,Date created,Date modified,Object number,AccessName,AccessFilePath,AccessFileSize,AccessSizeNum
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 71",folder,03823_0065_0071.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4183,4448.jp2,Content/03823/image/4448.jp2,5296701 Bytes,5296701
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 47,folder,03823_0071_0047.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4184,3770.jp2,Content/03823/image/3770.jp2,11624651 Bytes,11624651
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 31",folder,03823_0065_0031.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4185,3823.jp2,Content/03823/image/3823.jp2,6058611 Bytes,6058611
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 30,folder,03823_0072_0030.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4186,3998.jp2,Content/03823/image/3998.jp2,7325003 Bytes,7325003
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 93,folder,03823_0067_0093.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4187,4556.jp2,Content/03823/image/4556.jp2,7406579 Bytes,7406579
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 79,folder,03823_0072_0079.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4188,4430.jp2,Content/03823/image/4430.jp2,5924955 Bytes,5924955
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 70: Miscellaneous printed material: Scan 71,folder,03823_0070_0071.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4189,4062.jp2,Content/03823/image/4062.jp2,5939614 Bytes,5939614
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 21,folder,03823_0069_0021.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4190,4455.jp2,Content/03823/image/4455.jp2,10837418 Bytes,10837418
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 47,folder,03823_0067_0047.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4191,4557.jp2,Content/03823/image/4557.jp2,9334938 Bytes,9334938
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 8,folder,03823_0069_0008.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4192,3758.jp2,Content/03823/image/3758.jp2,11656313 Bytes,11656313
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 107,folder,03823_0067_0107.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4193,4380.jp2,Content/03823/image/4380.jp2,6559605 Bytes,6559605
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 112,folder,03823_0071_0112.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4194,3945.jp2,Content/03823/image/3945.jp2,76271848 Bytes,76271848
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 70: Miscellaneous printed material: Scan 11,folder,03823_0070_0011.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4195,4398.jp2,Content/03823/image/4398.jp2,849124 Bytes,849124
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 70: Miscellaneous printed material: Scan 17,folder,03823_0070_0017.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4196,3791.jp2,Content/03823/image/3791.jp2,1567448 Bytes,1567448
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 37,folder,03823_0072_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4197,4088.jp2,Content/03823/image/4088.jp2,5254659 Bytes,5254659
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 9",folder,03823_0065_0009.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4198,4132.jp2,Content/03823/image/4132.jp2,4634203 Bytes,4634203
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 113,folder,03823_0071_0113.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4199,4408.jp2,Content/03823/image/4408.jp2,62757544 Bytes,62757544
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 123,folder,03823_0071_0123.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4200,3690.jp2,Content/03823/image/3690.jp2,4889164 Bytes,4889164
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 126",folder,03823_0065_0126.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4201,4559.jp2,Content/03823/image/4559.jp2,3971555 Bytes,3971555
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 15",folder,03823_0064_0015.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4202,4546.jp2,Content/03823/image/4546.jp2,6171010 Bytes,6171010
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 66: Printed material: Southern Regional Council, 1945-1946 and undated: Scan 21",folder,03823_0066_0021.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4203,4191.jp2,Content/03823/image/4191.jp2,3809309 Bytes,3809309
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 68,folder,03823_0072_0068.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4204,4146.jp2,Content/03823/image/4146.jp2,5616116 Bytes,5616116
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 18",folder,03823_0065_0018.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4205,4450.jp2,Content/03823/image/4450.jp2,5129623 Bytes,5129623
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 129,folder,03823_0067_0129.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4206,4106.jp2,Content/03823/image/4106.jp2,11522350 Bytes,11522350
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 5,folder,03823_0067_0005.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4207,4405.jp2,Content/03823/image/4405.jp2,4694187 Bytes,4694187
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 18,folder,03823_0072_0018.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4208,4577.jp2,Content/03823/image/4577.jp2,5589660 Bytes,5589660
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 89,folder,03823_0069_0089.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4209,3969.jp2,Content/03823/image/3969.jp2,10607787 Bytes,10607787
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 15,folder,03823_0072_0015.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4210,4354.jp2,Content/03823/image/4354.jp2,2430952 Bytes,2430952
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 80,folder,03823_0069_0080.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4211,3976.jp2,Content/03823/image/3976.jp2,11839777 Bytes,11839777
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 13",folder,03823_0065_0013.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4212,4548.jp2,Content/03823/image/4548.jp2,5738012 Bytes,5738012
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 125",folder,03823_0065_0125.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4213,3735.jp2,Content/03823/image/3735.jp2,5310742 Bytes,5310742
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 20,folder,03823_0069_0020.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4214,4034.jp2,Content/03823/image/4034.jp2,10318510 Bytes,10318510
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 118,folder,03823_0067_0118.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4215,3760.jp2,Content/03823/image/3760.jp2,7824296 Bytes,7824296
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 89,folder,03823_0071_0089.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4216,4171.jp2,Content/03823/image/4171.jp2,3162304 Bytes,3162304
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 100,folder,03823_0069_0100.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4217,4126.jp2,Content/03823/image/4126.jp2,10210113 Bytes,10210113
