Collection in Repository	Collection Number	Location in Collection	Object	Container Type	filename	Title	Alternative Title	Creator	Contributor	Creation Date	Date	Description	Subject (tgm)	Subject - Name	Subject - Topical	Subject - Geographic	Subject Topical Other	Coordinates	geonamesid	Digital Collection	Repository	Host	Usage Rights	Copyright Holder	Additional Display	Transcription	Caption	Notes	Title Note	Contributor Note	Sponsor	Related Resource	Author Chief Source	Publisher	Place of Publication	Cataloging Agency	Is Part Of	Has Part Of	Form	Resource Type	Medium	Condition	Language	Physical Description of Analog Original	Creator Nationality/Culture	Style/Period	Volume/Issue	Scale	Projection	Map Type	Map Details	Current Location	path	Local Identifier	Creator Identifier	Date created	Date modified	Object number	Object file name
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 3	folder	03823_0086_0003.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5119	4710.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 2	folder	03823_0080_0002.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5120	5197.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 29	folder	03823_0076_0029.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5121	4690.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 98	folder	03823_0072_0098.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5122	4818.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 17	folder	03823_0080_0017.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5123	4987.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 74: Source Book of Information, 1928-1942: Scan 11	folder	03823_0074_0011.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5124	5356.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 73: Radio program material, 1946-1948 and undated: Scan 56	folder	03823_0073_0056.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5125	5087.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 84: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 12	folder	03823_0084_0012.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5126	4634.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 162	folder	03823_0072_0162.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5127	5239.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 84: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 40	folder	03823_0084_0040.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5128	4659.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 28	folder	03823_0086_0028.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5129	5080.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 81: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 32	folder	03823_0081_0032.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5130	4703.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 90	folder	03823_0076_0090.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5131	4895.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 38	folder	03823_0078_0038.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5132	4964.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 49	folder	03823_0086_0049.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5133	5381.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 46	folder	03823_0078_0046.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5134	5267.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 83: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 24	folder	03823_0083_0024.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5135	5298.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 52	folder	03823_0078_0052.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5136	4701.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 22	folder	03823_0076_0022.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5137	5049.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 132	folder	03823_0072_0132.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5138	5189.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 190	folder	03823_0072_0190.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5139	5549.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 186	folder	03823_0072_0186.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5140	5553.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 115	folder	03823_0072_0115.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5141	5034.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 168	folder	03823_0072_0168.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5142	5400.jp2
