Name,Full Path,Size,Files,Dir Level (Relative),Extension
03823_0072_0146.tif,bucket\03823_nccic\03823_0072\03823_0072_0146.tif,7770622 Bytes,1,2,.tif
03823_0072_0147.tif,bucket\03823_nccic\03823_0072\03823_0072_0147.tif,8050317 Bytes,1,2,.tif
03823_0072_0148.tif,bucket\03823_nccic\03823_0072\03823_0072_0148.tif,8071908 Bytes,1,2,.tif
03823_0072_0149.tif,bucket\03823_nccic\03823_0072\03823_0072_0149.tif,7713277 Bytes,1,2,.tif
03823_0072_0150.tif,bucket\03823_nccic\03823_0072\03823_0072_0150.tif,7736407 Bytes,1,2,.tif
03823_0072_0151.tif,bucket\03823_nccic\03823_0072\03823_0072_0151.tif,7501257 Bytes,1,2,.tif
03823_0072_0152.tif,bucket\03823_nccic\03823_0072\03823_0072_0152.tif,14951365 Bytes,1,2,.tif
03823_0072_0153.tif,bucket\03823_nccic\03823_0072\03823_0072_0153.tif,9323022 Bytes,1,2,.tif
03823_0072_0154.tif,bucket\03823_nccic\03823_0072\03823_0072_0154.tif,6821272 Bytes,1,2,.tif
03823_0072_0155.tif,bucket\03823_nccic\03823_0072\03823_0072_0155.tif,8096017 Bytes,1,2,.tif
03823_0072_0156.tif,bucket\03823_nccic\03823_0072\03823_0072_0156.tif,6594674 Bytes,1,2,.tif
03823_0072_0157.tif,bucket\03823_nccic\03823_0072\03823_0072_0157.tif,6302455 Bytes,1,2,.tif
03823_0072_0158.tif,bucket\03823_nccic\03823_0072\03823_0072_0158.tif,6416951 Bytes,1,2,.tif
03823_0072_0159.tif,bucket\03823_nccic\03823_0072\03823_0072_0159.tif,7287041 Bytes,1,2,.tif
03823_0072_0160.tif,bucket\03823_nccic\03823_0072\03823_0072_0160.tif,4861654 Bytes,1,2,.tif
03823_0072_0161.tif,bucket\03823_nccic\03823_0072\03823_0072_0161.tif,4156388 Bytes,1,2,.tif
03823_0072_0162.tif,bucket\03823_nccic\03823_0072\03823_0072_0162.tif,4227333 Bytes,1,2,.tif
03823_0072_0163.tif,bucket\03823_nccic\03823_0072\03823_0072_0163.tif,4340206 Bytes,1,2,.tif
03823_0072_0164.tif,bucket\03823_nccic\03823_0072\03823_0072_0164.tif,3527963 Bytes,1,2,.tif
03823_0072_0165.tif,bucket\03823_nccic\03823_0072\03823_0072_0165.tif,4298409 Bytes,1,2,.tif
03823_0072_0166.tif,bucket\03823_nccic\03823_0072\03823_0072_0166.tif,4286031 Bytes,1,2,.tif
03823_0072_0167.tif,bucket\03823_nccic\03823_0072\03823_0072_0167.tif,4169379 Bytes,1,2,.tif
03823_0072_0168.tif,bucket\03823_nccic\03823_0072\03823_0072_0168.tif,3418710 Bytes,1,2,.tif
03823_0072_0169.tif,bucket\03823_nccic\03823_0072\03823_0072_0169.tif,3566171 Bytes,1,2,.tif
03823_0072_0170.tif,bucket\03823_nccic\03823_0072\03823_0072_0170.tif,3643431 Bytes,1,2,.tif
03823_0072_0171.tif,bucket\03823_nccic\03823_0072\03823_0072_0171.tif,4356098 Bytes,1,2,.tif
03823_0072_0172.tif,bucket\03823_nccic\03823_0072\03823_0072_0172.tif,4111141 Bytes,1,2,.tif
03823_0072_0173.tif,bucket\03823_nccic\03823_0072\03823_0072_0173.tif,4301248 Bytes,1,2,.tif
03823_0072_0174.tif,bucket\03823_nccic\03823_0072\03823_0072_0174.tif,4008592 Bytes,1,2,.tif
03823_0072_0175.tif,bucket\03823_nccic\03823_0072\03823_0072_0175.tif,3648790 Bytes,1,2,.tif
03823_0072_0176.tif,bucket\03823_nccic\03823_0072\03823_0072_0176.tif,10669526 Bytes,1,2,.tif
03823_0072_0177.tif,bucket\03823_nccic\03823_0072\03823_0072_0177.tif,8796720 Bytes,1,2,.tif
03823_0072_0178.tif,bucket\03823_nccic\03823_0072\03823_0072_0178.tif,6739118 Bytes,1,2,.tif
03823_0072_0179.tif,bucket\03823_nccic\03823_0072\03823_0072_0179.tif,7151864 Bytes,1,2,.tif
03823_0072_0180.tif,bucket\03823_nccic\03823_0072\03823_0072_0180.tif,9308483 Bytes,1,2,.tif
03823_0072_0181.tif,bucket\03823_nccic\03823_0072\03823_0072_0181.tif,8596373 Bytes,1,2,.tif
03823_0072_0182.tif,bucket\03823_nccic\03823_0072\03823_0072_0182.tif,11688630 Bytes,1,2,.tif
03823_0072_0183.tif,bucket\03823_nccic\03823_0072\03823_0072_0183.tif,11725049 Bytes,1,2,.tif
03823_0072_0184.tif,bucket\03823_nccic\03823_0072\03823_0072_0184.tif,10986378 Bytes,1,2,.tif
03823_0072_0185.tif,bucket\03823_nccic\03823_0072\03823_0072_0185.tif,11713222 Bytes,1,2,.tif
03823_0072_0186.tif,bucket\03823_nccic\03823_0072\03823_0072_0186.tif,11912957 Bytes,1,2,.tif
03823_0072_0187.tif,bucket\03823_nccic\03823_0072\03823_0072_0187.tif,11717853 Bytes,1,2,.tif
03823_0072_0188.tif,bucket\03823_nccic\03823_0072\03823_0072_0188.tif,11523542 Bytes,1,2,.tif
03823_0072_0189.tif,bucket\03823_nccic\03823_0072\03823_0072_0189.tif,12284984 Bytes,1,2,.tif
03823_0072_0190.tif,bucket\03823_nccic\03823_0072\03823_0072_0190.tif,11786299 Bytes,1,2,.tif
03823_0072_0191.tif,bucket\03823_nccic\03823_0072\03823_0072_0191.tif,9677375 Bytes,1,2,.tif
03823_0072_0192.tif,bucket\03823_nccic\03823_0072\03823_0072_0192.tif,11246380 Bytes,1,2,.tif
03823_0072_0193.tif,bucket\03823_nccic\03823_0072\03823_0072_0193.tif,9440128 Bytes,1,2,.tif
03823_0072_0194.tif,bucket\03823_nccic\03823_0072\03823_0072_0194.tif,8792875 Bytes,1,2,.tif
03823_0072_0195.tif,bucket\03823_nccic\03823_0072\03823_0072_0195.tif,11104041 Bytes,1,2,.tif
03823_0072_0196.tif,bucket\03823_nccic\03823_0072\03823_0072_0196.tif,6827964 Bytes,1,2,.tif
03823_0072_0197.tif,bucket\03823_nccic\03823_0072\03823_0072_0197.tif,7719708 Bytes,1,2,.tif
03823_0072_0198.tif,bucket\03823_nccic\03823_0072\03823_0072_0198.tif,9909897 Bytes,1,2,.tif
03823_0072_0199.tif,bucket\03823_nccic\03823_0072\03823_0072_0199.tif,9799251 Bytes,1,2,.tif
03823_0072_0200.tif,bucket\03823_nccic\03823_0072\03823_0072_0200.tif,9756335 Bytes,1,2,.tif
03823_0072_0201.tif,bucket\03823_nccic\03823_0072\03823_0072_0201.tif,9912322 Bytes,1,2,.tif
03823_0072_0202.tif,bucket\03823_nccic\03823_0072\03823_0072_0202.tif,8046963 Bytes,1,2,.tif
03823_0072_0203.tif,bucket\03823_nccic\03823_0072\03823_0072_0203.tif,10167610 Bytes,1,2,.tif
03823_0072_0204.tif,bucket\03823_nccic\03823_0072\03823_0072_0204.tif,8044221 Bytes,1,2,.tif
03823_0072_0205.tif,bucket\03823_nccic\03823_0072\03823_0072_0205.tif,7310242 Bytes,1,2,.tif
03823_0072_0206.tif,bucket\03823_nccic\03823_0072\03823_0072_0206.tif,10158975 Bytes,1,2,.tif
03823_0072_0207.tif,bucket\03823_nccic\03823_0072\03823_0072_0207.tif,9477166 Bytes,1,2,.tif
03823_0072_0208.tif,bucket\03823_nccic\03823_0072\03823_0072_0208.tif,9799888 Bytes,1,2,.tif
03823_0072_0209.tif,bucket\03823_nccic\03823_0072\03823_0072_0209.tif,9999770 Bytes,1,2,.tif
03823_0072_0210.tif,bucket\03823_nccic\03823_0072\03823_0072_0210.tif,9264718 Bytes,1,2,.tif
03823_0072_0211.tif,bucket\03823_nccic\03823_0072\03823_0072_0211.tif,10956838 Bytes,1,2,.tif
03823_0072_0212.tif,bucket\03823_nccic\03823_0072\03823_0072_0212.tif,10942102 Bytes,1,2,.tif
03823_0072_0213.tif,bucket\03823_nccic\03823_0072\03823_0072_0213.tif,9777546 Bytes,1,2,.tif
03823_0072_0214.tif,bucket\03823_nccic\03823_0072\03823_0072_0214.tif,9845275 Bytes,1,2,.tif
03823_0072_0215.tif,bucket\03823_nccic\03823_0072\03823_0072_0215.tif,9901517 Bytes,1,2,.tif
03823_0072_0216.tif,bucket\03823_nccic\03823_0072\03823_0072_0216.tif,10195333 Bytes,1,2,.tif
03823_0072_0217.tif,bucket\03823_nccic\03823_0072\03823_0072_0217.tif,18503407 Bytes,1,2,.tif
03823_0072_0218.tif,bucket\03823_nccic\03823_0072\03823_0072_0218.tif,18840856 Bytes,1,2,.tif
03823_0072_0219.tif,bucket\03823_nccic\03823_0072\03823_0072_0219.tif,23048353 Bytes,1,2,.tif
03823_0072_0220.tif,bucket\03823_nccic\03823_0072\03823_0072_0220.tif,19418374 Bytes,1,2,.tif
03823_0072_0221.tif,bucket\03823_nccic\03823_0072\03823_0072_0221.tif,21470941 Bytes,1,2,.tif
03823_0072_0222.tif,bucket\03823_nccic\03823_0072\03823_0072_0222.tif,18263194 Bytes,1,2,.tif
03823_0072_0223.tif,bucket\03823_nccic\03823_0072\03823_0072_0223.tif,18307323 Bytes,1,2,.tif
03823_0072_0224.tif,bucket\03823_nccic\03823_0072\03823_0072_0224.tif,19495483 Bytes,1,2,.tif
03823_0072_0225.tif,bucket\03823_nccic\03823_0072\03823_0072_0225.tif,7886369 Bytes,1,2,.tif
03823_0072_0226.tif,bucket\03823_nccic\03823_0072\03823_0072_0226.tif,8315169 Bytes,1,2,.tif
03823_0072_0227.tif,bucket\03823_nccic\03823_0072\03823_0072_0227.tif,16809946 Bytes,1,2,.tif
03823_0072_0228.tif,bucket\03823_nccic\03823_0072\03823_0072_0228.tif,41276430 Bytes,1,2,.tif
03823_0072_0229.tif,bucket\03823_nccic\03823_0072\03823_0072_0229.tif,23260136 Bytes,1,2,.tif
03823_0072_0230.tif,bucket\03823_nccic\03823_0072\03823_0072_0230.tif,22297750 Bytes,1,2,.tif
03823_0072_0231.tif,bucket\03823_nccic\03823_0072\03823_0072_0231.tif,20761016 Bytes,1,2,.tif
Thumbs.db,bucket\03823_nccic\03823_0072\Thumbs.db,13824 Bytes,1,2,.db
03823_0088,bucket\03823_nccic\03823_0088\,2056812199 Bytes,184,1,
03823_0088.pdf,bucket\03823_nccic\03823_0088\03823_0088.pdf,99759025 Bytes,1,2,.pdf
03823_0088.txt,bucket\03823_nccic\03823_0088\03823_0088.txt,386650 Bytes,1,2,.txt
03823_0088_0001.tif,bucket\03823_nccic\03823_0088\03823_0088_0001.tif,1685189 Bytes,1,2,.tif
